OBJECTID,TICKET_NUMBER,ISSUE_DATE,ISSUE_TIME,ISSUING_AGENCY_CODE,ISSUING_AGENCY_NAME,ISSUING_AGENCY_SHORT,VIOLATION_CODE,VIOLATION_PROC_DESC,LOCATION,PLATE_STATE,VEHICLE_TYPE,MULTI_OWNER_NUMBER,DISPOSITION_CODE,DISPOSITION_TYPE,DISPOSITION_DESC,DISPOSITION_DATE,FINE_AMOUNT,TOTAL_PAID,PENALTY_1,PENALTY_2,PENALTY_3,PENALTY_4,PENALTY_5,XCOORD,YCOORD,LATITUDE,LONGITUDE,MAR_ID,GIS_LAST_MOD_DTTM
81451116,7913863904,2023/02/26 05:00:00+00,426,4,METROPOLITAN POLICE DPT-DISTRICT 4,MPD-4D,P055,NO PARKING ANYTIME,BLOCK 900 LONGFELLOW ST NW NORTH S*, ,,0,0,Other,,,30,0,0,0,0,0,0,397660.51,143267.52,38.957,-77.027,801128,2023/03/05 15:02:52+00
81451117,7913863915,2023/02/26 05:00:00+00,429,4,METROPOLITAN POLICE DPT-DISTRICT 4,MPD-4D,P055,NO PARKING ANYTIME,FRONT 1202 LONGFELLOW ST NW SOUTH *, ,,0,0,Other,,,30,0,0,0,0,0,0,397537.15,143242.38,38.957,-77.028,253102,2023/03/05 15:02:52+00
81451118,7913863926,2023/02/26 05:00:00+00,433,4,METROPOLITAN POLICE DPT-DISTRICT 4,MPD-4D,P055,NO PARKING ANYTIME,FRONT 5230 GEORGIA AVE NW WEST SIDE, ,,0,0,Other,,,30,0,0,0,0,0,0,397576.41,142874.96,38.954,-77.028,252975,2023/03/05 15:02:52+00
81451119,7913863930,2023/02/26 05:00:00+00,435,4,METROPOLITAN POLICE DPT-DISTRICT 4,MPD-4D,P055,NO PARKING ANYTIME,FRONT 5230 GEORGIA AVE NW WEST SIDE, ,,0,0,Other,,,30,0,0,0,0,0,0,397576.41,142874.96,38.954,-77.028,252975,2023/03/05 15:02:52+00
81451120,7913863941,2023/02/26 05:00:00+00,453,4,METROPOLITAN POLICE DPT-DISTRICT 4,MPD-4D,P020,PARK WITHIN 10 FEET OF A FIRE HYDRANT,FRONT 509 JEFFERSON ST NW NORTH SI*, ,,0,0,Other,,,50,0,0,0,0,0,0,398232.79,143074.75,38.956,-77.02,246738,2023/03/05 15:02:52+00
81451121,7913863963,2023/02/26 05:00:00+00,2248,4,METROPOLITAN POLICE DPT-DISTRICT 4,MPD-4D,P020,PARK WITHIN 10 FEET OF A FIRE HYDRANT,BLOCK 500 INGRAHAM ST NW NORTH SIDE, ,,0,0,Other,,,50,0,0,0,0,0,0,398179.82,142930.07,38.954,-77.021,807252,2023/03/05 15:02:52+00
81451122,7913863974,2023/02/26 05:00:00+00,2254,4,METROPOLITAN POLICE DPT-DISTRICT 4,MPD-4D,P055,NO PARKING ANYTIME,BLOCK 900 INGRAHAM ST NW NORTH SIDE, ,,0,0,Other,,,30,0,0,0,0,0,0,397755.89,142914.69,38.954,-77.026,812771,2023/03/05 15:02:52+00
81451123,7913863996,2023/02/26 05:00:00+00,2325,4,METROPOLITAN POLICE DPT-DISTRICT 4,MPD-4D,P007,PARK IN A BUS ZONE,FRONT 5427 GEORGIA AVE NW EAST SIDE, ,,0,0,Other,,,100,0,0,0,0,0,0,397599.58,143116.77,38.956,-77.028,285203,2023/03/05 15:02:52+00
81451124,7913864000,2023/02/26 05:00:00+00,2330,4,METROPOLITAN POLICE DPT-DISTRICT 4,MPD-4D,P010,OBSTRUCTING CROSSWALK,BLOCK 900 HAMILTON ST NW SOUTH SIDE, ,,0,0,Other,,,50,0,0,0,0,0,0,397694.41,142781.11,38.953,-77.027,802554,2023/03/05 15:02:52+00
81451125,7913864011,2023/02/27 05:00:00+00,2344,4,METROPOLITAN POLICE DPT-DISTRICT 4,MPD-4D,P055,NO PARKING ANYTIME,BLOCK 400 GALLATIN ST NW NORTH SIDE, ,,0,0,Other,,,30,0,0,0,0,0,0,398442.75,142692.67,38.952,-77.018,815062,2023/03/05 15:02:52+00
81451126,7913865094,2023/02/14 05:00:00+00,313,4,METROPOLITAN POLICE DPT-DISTRICT 4,MPD-4D,P059,PARK IN A FIRE LANE,FRONT 3701 16TH ST NW, ,,0,0,Other,,,50,0,0,0,0,0,0,396870.12,141090.18,38.938,-77.036,259016,2023/03/05 15:02:52+00
81451127,7913865105,2023/02/22 05:00:00+00,2246,4,METROPOLITAN POLICE DPT-DISTRICT 4,MPD-4D,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,REAR 3536 CENTER ST NW, ,,0,0,Other,,,250,0,0,0,0,0,0,396947.81,140807.04,38.935,-77.035,234680,2023/03/05 15:02:52+00
81451128,7913916581,2023/02/05 05:00:00+00,2243,3,METROPOLITAN POLICE DPT-DISTRICT 3,MPD-3D,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,REAR 1813 9TH ST NW, ,,0,0,Other,,,250,0,0,0,0,0,0,397942.64,138515.18,38.915,-77.024,239882,2023/03/05 15:02:52+00
81451129,7913916625,2023/02/12 05:00:00+00,1913,3,METROPOLITAN POLICE DPT-DISTRICT 3,MPD-3D,P010,OBSTRUCTING CROSSWALK,BLOCK 1100 MASSACHUSETTS AVE NW EA*, ,,0,0,Other,,,50,0,0,0,0,0,0,397633.07,137353.14,38.904,-77.027,807492,2023/03/05 15:02:52+00
81451130,7913937441,2023/02/16 05:00:00+00,2110,4,METROPOLITAN POLICE DPT-DISTRICT 4,MPD-4D,P269,NO STANDING ANYTIME,AT 6600 GEORGIA AVE NW  @WHITTIER *, ,,0,0,Other,,,50,0,0,0,0,0,0,397650.06,144839.75,38.971,-77.027,900304,2023/03/05 15:02:52+00
81451131,7913937452,2023/02/16 05:00:00+00,2113,4,METROPOLITAN POLICE DPT-DISTRICT 4,MPD-4D,P168,NO FRONT TAGS.,AT 6600 GEORGIA AVE NW  @WHITTIER *, ,,0,0,Other,,,50,0,0,0,0,0,0,397650.06,144839.75,38.971,-77.027,900304,2023/03/05 15:02:52+00
81451132,7914092255,2023/02/23 05:00:00+00,1944,4,METROPOLITAN POLICE DPT-DISTRICT 4,MPD-4D,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,Parking Lot 717 KENYON ST NW NA @G*, ,,0,0,Other,,,250,0,0,0,0,0,0,397889.36,140258.14,38.93,-77.024,232964,2023/03/05 15:02:52+00
81451133,7914092266,2023/02/27 05:00:00+00,1957,4,METROPOLITAN POLICE DPT-DISTRICT 4,MPD-4D,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,REAR 717 KENYON ST NW, ,,0,0,Other,,,250,0,0,0,0,0,0,397889.36,140258.14,38.93,-77.024,232964,2023/03/05 15:02:52+00
81451134,7914095184,2023/02/09 05:00:00+00,2156,4,METROPOLITAN POLICE DPT-DISTRICT 4,MPD-4D,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,REAR 717 KENYON ST NW, ,,0,0,Other,,,250,250,0,0,0,0,0,397889.36,140258.14,38.93,-77.024,232964,2023/03/05 15:02:52+00
81451135,7914264153,2023/02/04 05:00:00+00,1427,3,METROPOLITAN POLICE DPT-DISTRICT 3,MPD-3D,P022,PARK ON TAXICAB STAND,BLOCK 3100 14TH ST NW WEST SIDE, ,,0,0,Other,,,20,20,0,0,0,0,0,397162.06,140182.43,38.93,-77.033,800897,2023/03/05 15:02:52+00
81451136,7914264164,2023/02/16 05:00:00+00,1337,3,METROPOLITAN POLICE DPT-DISTRICT 3,MPD-3D,P007,PARK IN A BUS ZONE,BLOCK 3100 14TH ST NW, ,,0,0,Other,,,100,0,0,0,0,0,0,397162.06,140182.43,38.93,-77.033,800897,2023/03/05 15:02:52+00
81451137,7914395005,2023/02/25 05:00:00+00,1918,3,METROPOLITAN POLICE DPT-DISTRICT 3,MPD-3D,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,AT 1527 Q ST NW NORTH SIDE, ,,0,0,Other,,,250,0,0,0,0,0,0,396907.05,138163.17,38.911,-77.036,242230,2023/03/05 15:02:52+00
81451138,7914508943,2023/02/25 05:00:00+00,2254,2,METROPOLITAN POLICE DPT-DISTRICT 2,MPD-2D,P055,NO PARKING ANYTIME,AT 1900 MASSACHUSETTS AVE NW WEST *, ,,950620178,0,Other,,,30,0,0,0,0,0,0,396237.58,137896.64,38.909,-77.043,309785,2023/03/05 15:02:52+00
81451139,7914651684,2023/02/09 05:00:00+00,840,7,METROPOLITAN POLICE DPT-DISTRICT 7,MPD-7D,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,REAR 3105 NAYLOR RD SE, ,,0,0,Other,,,250,0,0,0,0,0,0,403139.88,131645.77,38.853,-76.964,278326,2023/03/05 15:02:52+00
81451140,7914651695,2023/02/09 05:00:00+00,843,7,METROPOLITAN POLICE DPT-DISTRICT 7,MPD-7D,P332,ABANDON VEHICLE ON PUBLIC/PRIVATE PROPERTY VIOL 1,REAR 3105 NAYLOR RD SE, ,,0,0,Other,,,250,0,0,0,0,0,0,403139.88,131645.77,38.853,-76.964,278326,2023/03/05 15:02:52+00
81451141,7914651706,2023/02/09 05:00:00+00,847,7,METROPOLITAN POLICE DPT-DISTRICT 7,MPD-7D,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,REAR 3105 NAYLOR RD SE, ,,0,0,Other,,,250,0,0,0,0,0,0,403139.88,131645.77,38.853,-76.964,278326,2023/03/05 15:02:52+00
81451142,7914651710,2023/02/09 05:00:00+00,849,7,METROPOLITAN POLICE DPT-DISTRICT 7,MPD-7D,P332,ABANDON VEHICLE ON PUBLIC/PRIVATE PROPERTY VIOL 1,REAR 3105 NAYLOR RD SE, ,,0,0,Other,,,250,0,0,0,0,0,0,403139.88,131645.77,38.853,-76.964,278326,2023/03/05 15:02:52+00
81451143,7914667552,2023/02/05 05:00:00+00,1545,4,METROPOLITAN POLICE DPT-DISTRICT 4,MPD-4D,P303,RESERVED RESIDENTIAL SPACE PERSONS W/ DISABILTIES,BLOCK 734 NEWTON PL NW  @GEORGIA A*, ,,0,0,Other,,,250,250,0,0,0,0,0,397817.59,140626.33,38.934,-77.025,810650,2023/03/05 15:02:52+00
81451144,7914680572,2023/02/01 05:00:00+00,1435,5,METROPOLITAN POLICE DPT-DISTRICT 5,MPD-5D,P270,NO STOPPING OR STANDING ANYTIME,AT 1200 2ND ST NE  RIGHT LANE, ,,0,0,Other,,,50,0,0,0,0,0,0,399690.37,137341.78,38.904,-77.004,810103,2023/03/05 15:02:52+00
81451145,7914680583,2023/02/01 05:00:00+00,1527,5,METROPOLITAN POLICE DPT-DISTRICT 5,MPD-5D,P270,NO STOPPING OR STANDING ANYTIME,AT 1200 2ND ST NE  RIGHT LANE, ,,0,0,Other,,,50,0,0,0,0,0,0,399690.37,137341.78,38.904,-77.004,810103,2023/03/05 15:02:52+00
81451146,7914680594,2023/02/11 05:00:00+00,1904,5,METROPOLITAN POLICE DPT-DISTRICT 5,MPD-5D,P001,PARK ABREAST OF ANOTHER VEHICLE,FRONT 145 N ST NE SOUTH SIDE, ,,0,0,Other,,,50,0,0,0,0,0,0,399601.97,137662.97,38.907,-77.005,303732,2023/03/05 15:02:52+00
81451147,7914680605,2023/02/11 05:00:00+00,2029,5,METROPOLITAN POLICE DPT-DISTRICT 5,MPD-5D,P001,PARK ABREAST OF ANOTHER VEHICLE,AT 1225 1ST PL NE  RIGHT LANE, ,,0,0,Other,,,50,0,0,0,0,0,0,399512.86,137601.44,38.906,-77.006,307284,2023/03/05 15:02:52+00
81451148,7914680616,2023/02/22 05:00:00+00,1354,5,METROPOLITAN POLICE DPT-DISTRICT 5,MPD-5D,P001,PARK ABREAST OF ANOTHER VEHICLE,AT 1284 5TH ST NE, ,,0,0,Other,,,50,50,0,0,0,0,0,400132.35,137844.38,38.908,-76.998,301987,2023/03/05 15:02:52+00
81451149,7914680620,2023/02/23 05:00:00+00,1554,5,METROPOLITAN POLICE DPT-DISTRICT 5,MPD-5D,P055,NO PARKING ANYTIME,AT 131 M ST NE  RIGHT LANE, ,,0,0,Other,,,30,0,0,0,0,0,0,399595.16,137478.58,38.905,-77.005,68490,2023/03/05 15:02:52+00
81451150,7914680631,2023/02/23 05:00:00+00,1559,5,METROPOLITAN POLICE DPT-DISTRICT 5,MPD-5D,P055,NO PARKING ANYTIME,AT 1100 1ST PL NE  RIGHT LANE, ,,0,0,Other,,,30,0,0,0,0,0,0,399430.4,137352.2,38.904,-77.007,306087,2023/03/05 15:02:52+00
81451151,7914750233,2023/02/02 05:00:00+00,2048,1,METROPOLITAN POLICE DPT-DISTRICT 1,MPD-1D,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,AT 725 7TH ST SE, ,,0,0,Other,,,250,0,0,0,0,0,0,400311.53,134721.95,38.88,-76.996,280126,2023/03/05 15:02:52+00
81451152,7914750255,2023/02/08 05:00:00+00,1539,1,METROPOLITAN POLICE DPT-DISTRICT 1,MPD-1D,P001,PARK ABREAST OF ANOTHER VEHICLE,BLOCK 1200 1ST ST SE SOUTHBOUND, ,,0,0,Other,,,50,0,0,0,0,0,0,399491.16,134192.13,38.876,-77.006,813043,2023/03/05 15:02:52+00
81451153,7914750303,2023/02/16 05:00:00+00,1838,1,METROPOLITAN POLICE DPT-DISTRICT 1,MPD-1D,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,AT 1211 VAN ST SE, ,,0,0,Other,,,250,0,0,0,0,0,0,399258.23,134230.76,38.876,-77.009,318704,2023/03/05 15:02:52+00
81451154,7914750336,2023/02/18 05:00:00+00,1941,1,METROPOLITAN POLICE DPT-DISTRICT 1,MPD-1D,P013,PARK WITHIN 5 FEET OF DRIVEWAY OR ALLEY,AT 37 L ST SE, ,,0,0,Other,,,20,0,0,0,0,0,0,399297.52,134377.54,38.877,-77.008,278420,2023/03/05 15:02:52+00
81451155,7914868065,2023/02/06 05:00:00+00,352,2,METROPOLITAN POLICE DPT-DISTRICT 2,MPD-2D,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,REAR 3801 CONNECTICUT AVE NW NORTH*, ,,0,0,Other,,,250,0,0,0,0,0,0,394791.77,141275.58,38.939,-77.06,219298,2023/03/05 15:02:52+00
81451156,7914868076,2023/02/06 05:00:00+00,358,2,METROPOLITAN POLICE DPT-DISTRICT 2,MPD-2D,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,ON RAMP 3801 CONNECTICUT AVE NW NO*, ,,0,0,Other,,,250,0,0,0,0,0,0,394791.77,141275.58,38.939,-77.06,219298,2023/03/05 15:02:52+00
81451157,7914868080,2023/02/11 05:00:00+00,28,2,METROPOLITAN POLICE DPT-DISTRICT 2,MPD-2D,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,Inside 907 6TH ST SW Inside, ,,0,0,Other,,,250,0,0,0,0,0,0,398168.51,134552.04,38.879,-77.021,299515,2023/03/05 15:02:52+00
81451158,7914868091,2023/02/11 05:00:00+00,32,2,METROPOLITAN POLICE DPT-DISTRICT 2,MPD-2D,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,Inside 907 6TH ST SW Inside, ,,0,0,Other,,,250,0,0,0,0,0,0,398168.51,134552.04,38.879,-77.021,299515,2023/03/05 15:02:52+00
81451159,7914868102,2023/02/11 05:00:00+00,37,2,METROPOLITAN POLICE DPT-DISTRICT 2,MPD-2D,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,Inside 907 6TH ST SW Inside, ,,0,0,Other,,,250,0,0,0,0,0,0,398168.51,134552.04,38.879,-77.021,299515,2023/03/05 15:02:52+00
81451160,7914868113,2023/02/11 05:00:00+00,42,2,METROPOLITAN POLICE DPT-DISTRICT 2,MPD-2D,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,Inside 907 6TH ST SW Inside, ,,0,0,Other,,,250,0,0,0,0,0,0,398168.51,134552.04,38.879,-77.021,299515,2023/03/05 15:02:52+00
81451161,7914868124,2023/02/11 05:00:00+00,45,2,METROPOLITAN POLICE DPT-DISTRICT 2,MPD-2D,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,Inside 907 6TH ST SW Inside, ,,0,0,Other,,,250,0,0,0,0,0,0,398168.51,134552.04,38.879,-77.021,299515,2023/03/05 15:02:52+00
81451162,7914868135,2023/02/11 05:00:00+00,48,2,METROPOLITAN POLICE DPT-DISTRICT 2,MPD-2D,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,Inside 907 6TH ST SW Inside, ,,0,0,Other,,,250,0,0,0,0,0,0,398168.51,134552.04,38.879,-77.021,299515,2023/03/05 15:02:52+00
81451163,7914868146,2023/02/11 05:00:00+00,51,2,METROPOLITAN POLICE DPT-DISTRICT 2,MPD-2D,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,Inside 907 6TH ST SW Inside, ,,0,0,Other,,,250,0,0,0,0,0,0,398168.51,134552.04,38.879,-77.021,299515,2023/03/05 15:02:52+00
81451164,7914868150,2023/02/11 05:00:00+00,53,2,METROPOLITAN POLICE DPT-DISTRICT 2,MPD-2D,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,Inside 907 6TH ST SW Inside, ,,0,0,Other,,,250,0,0,0,0,0,0,398168.51,134552.04,38.879,-77.021,299515,2023/03/05 15:02:52+00
81451165,7914868161,2023/02/11 05:00:00+00,55,2,METROPOLITAN POLICE DPT-DISTRICT 2,MPD-2D,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,Inside 907 6TH ST SW Inside, ,,0,0,Other,,,250,0,0,0,0,0,0,398168.51,134552.04,38.879,-77.021,299515,2023/03/05 15:02:52+00
81451166,7914868172,2023/02/11 05:00:00+00,57,2,METROPOLITAN POLICE DPT-DISTRICT 2,MPD-2D,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,Inside 907 6TH ST SW Inside, ,,0,0,Other,,,250,0,0,0,0,0,0,398168.51,134552.04,38.879,-77.021,299515,2023/03/05 15:02:52+00
81451167,7914868183,2023/02/11 05:00:00+00,105,2,METROPOLITAN POLICE DPT-DISTRICT 2,MPD-2D,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,Inside 907 6TH ST SW Inside, ,,950399635,0,Other,,,250,0,0,0,0,0,0,398168.51,134552.04,38.879,-77.021,299515,2023/03/05 15:02:52+00
81451168,7914868194,2023/02/11 05:00:00+00,110,2,METROPOLITAN POLICE DPT-DISTRICT 2,MPD-2D,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,Inside 907 6TH ST SW Inside, ,,0,0,Other,,,250,0,0,0,0,0,0,398168.51,134552.04,38.879,-77.021,299515,2023/03/05 15:02:52+00
81451169,7914868205,2023/02/11 05:00:00+00,113,2,METROPOLITAN POLICE DPT-DISTRICT 2,MPD-2D,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,Inside 907 6TH ST SW Inside, ,,0,0,Other,,,250,0,0,0,0,0,0,398168.51,134552.04,38.879,-77.021,299515,2023/03/05 15:02:52+00
81451170,7915128185,2023/02/08 05:00:00+00,1159,7,METROPOLITAN POLICE DPT-DISTRICT 7,MPD-7D,P055,NO PARKING ANYTIME,REAR 800 MAINE AVE SW, ,,0,0,Other,,,30,0,0,0,0,0,0,397862.94,134657.38,38.88,-77.025,302922,2023/03/05 15:02:52+00
81451171,7915128196,2023/02/08 05:00:00+00,1212,7,METROPOLITAN POLICE DPT-DISTRICT 7,MPD-7D,P055,NO PARKING ANYTIME,REAR 700 MAINE AVE SW, ,,0,0,Other,,,30,0,0,0,0,0,0,397962.64,134549.2,38.879,-77.023,312853,2023/03/05 15:02:52+00
81451172,7915128200,2023/02/22 05:00:00+00,858,7,METROPOLITAN POLICE DPT-DISTRICT 7,MPD-7D,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,REAR 600 WATER ST SW, ,,0,0,Other,,,250,0,0,0,0,0,0,398170.38,134169.81,38.875,-77.021,276680,2023/03/05 15:02:52+00
81451173,7915128211,2023/02/22 05:00:00+00,900,7,METROPOLITAN POLICE DPT-DISTRICT 7,MPD-7D,P055,NO PARKING ANYTIME,REAR 600 MAINE AVE SW, ,,0,0,Other,,,30,0,0,0,0,0,0,398243.44,134301.15,38.877,-77.02,816809,2023/03/05 15:02:52+00
81451174,7915128222,2023/02/22 05:00:00+00,1200,7,METROPOLITAN POLICE DPT-DISTRICT 7,MPD-7D,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,REAR 800 MAINE AVE SW, ,,0,0,Other,,,250,0,0,0,0,0,0,397862.94,134657.38,38.88,-77.025,302922,2023/03/05 15:02:52+00
81451175,7915128233,2023/02/22 05:00:00+00,1325,7,METROPOLITAN POLICE DPT-DISTRICT 7,MPD-7D,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,REAR 800 MAINE AVE SW, ,,0,0,Other,,,250,0,0,0,0,0,0,397862.94,134657.38,38.88,-77.025,302922,2023/03/05 15:02:52+00
81451176,7915155430,2023/02/03 05:00:00+00,2145,2,METROPOLITAN POLICE DPT-DISTRICT 2,MPD-2D,P385,"STOPPING, STANDING OR PARKING VEHICLE IN BIKE LANE",BLOCK 1300 14TH ST NW WEST SIDE @R*, ,,0,0,Other,,,150,0,0,0,0,0,0,397228.8,138305.15,38.913,-77.032,906393,2023/03/05 15:02:52+00
81451177,7915155441,2023/02/03 05:00:00+00,2157,2,METROPOLITAN POLICE DPT-DISTRICT 2,MPD-2D,P385,"STOPPING, STANDING OR PARKING VEHICLE IN BIKE LANE",BLOCK 1300 14TH ST NW WEST SIDE @R*, ,,0,0,Other,,,150,0,0,0,0,0,0,397228.8,138305.15,38.913,-77.032,906393,2023/03/05 15:02:52+00
81451178,7915155500,2023/02/09 05:00:00+00,2032,2,METROPOLITAN POLICE DPT-DISTRICT 2,MPD-2D,P385,"STOPPING, STANDING OR PARKING VEHICLE IN BIKE LANE",BLOCK 1400 14TH ST NW WEST SIDE @P*, ,,0,0,Other,,,150,0,0,0,0,0,0,397228.75,137976.75,38.91,-77.032,906403,2023/03/05 15:02:52+00
81451179,7915163045,2023/02/03 05:00:00+00,2143,2,METROPOLITAN POLICE DPT-DISTRICT 2,MPD-2D,P385,"STOPPING, STANDING OR PARKING VEHICLE IN BIKE LANE",FRONT 1324 14TH ST NW, ,,0,0,Other,,,150,150,0,0,0,0,0,397192.91,137804.27,38.908,-77.032,218097,2023/03/05 15:02:52+00
81451180,7915163056,2023/02/03 05:00:00+00,2148,2,METROPOLITAN POLICE DPT-DISTRICT 2,MPD-2D,P385,"STOPPING, STANDING OR PARKING VEHICLE IN BIKE LANE",BLOCK 1300 14TH ST NW, ,,0,0,Other,,,150,150,0,0,0,0,0,397228.83,137798.13,38.908,-77.032,802156,2023/03/05 15:02:52+00
81451181,7915163060,2023/02/03 05:00:00+00,2159,2,METROPOLITAN POLICE DPT-DISTRICT 2,MPD-2D,P385,"STOPPING, STANDING OR PARKING VEHICLE IN BIKE LANE",BLOCK 1300 14TH ST NW, ,,0,0,Other,,,150,0,0,0,0,0,0,397228.83,137798.13,38.908,-77.032,802156,2023/03/05 15:02:52+00
81451182,7915163141,2023/02/11 05:00:00+00,1538,2,METROPOLITAN POLICE DPT-DISTRICT 2,MPD-2D,P385,"STOPPING, STANDING OR PARKING VEHICLE IN BIKE LANE",BLOCK 1300 14TH ST NW, ,,0,0,Other,,,150,0,0,0,0,0,0,397228.83,137798.13,38.908,-77.032,802156,2023/03/05 15:02:52+00
81451183,7915163200,2023/02/17 05:00:00+00,2017,2,METROPOLITAN POLICE DPT-DISTRICT 2,MPD-2D,P385,"STOPPING, STANDING OR PARKING VEHICLE IN BIKE LANE",BLOCK 1300 14TH ST NW, ,,0,0,Other,,,150,0,0,0,0,0,0,397228.83,137798.13,38.908,-77.032,802156,2023/03/05 15:02:52+00
81451184,7915163303,2023/02/24 05:00:00+00,1613,2,METROPOLITAN POLICE DPT-DISTRICT 2,MPD-2D,P385,"STOPPING, STANDING OR PARKING VEHICLE IN BIKE LANE",BLOCK 1800 M ST NW, ,,0,0,Other,,,150,0,0,0,0,0,0,396307.81,137533.79,38.906,-77.043,809121,2023/03/05 15:02:52+00
81451185,7915163314,2023/02/24 05:00:00+00,2036,2,METROPOLITAN POLICE DPT-DISTRICT 2,MPD-2D,P385,"STOPPING, STANDING OR PARKING VEHICLE IN BIKE LANE",BLOCK 1300 14TH ST NW, ,,0,0,Other,,,150,0,0,0,0,0,0,397228.83,137798.13,38.908,-77.032,802156,2023/03/05 15:02:52+00
81451186,7915163340,2023/02/25 05:00:00+00,1701,2,METROPOLITAN POLICE DPT-DISTRICT 2,MPD-2D,P170,FAILURE TO DISPLAY CURRENT TAGS,FRONT 1406 CORCORAN ST NW, ,,0,0,Other,,,100,0,0,0,0,0,0,397183.43,138209.75,38.912,-77.032,243036,2023/03/05 15:02:52+00
81451187,7915163395,2023/02/25 05:00:00+00,1807,2,METROPOLITAN POLICE DPT-DISTRICT 2,MPD-2D,P001,PARK ABREAST OF ANOTHER VEHICLE,BLOCK 2600 CONNECTICUT AVE NW, ,,0,0,Other,,,50,0,0,0,0,0,0,395499.25,139592.96,38.924,-77.052,807493,2023/03/05 15:02:52+00
81451188,7915163406,2023/02/25 05:00:00+00,2054,2,METROPOLITAN POLICE DPT-DISTRICT 2,MPD-2D,P385,"STOPPING, STANDING OR PARKING VEHICLE IN BIKE LANE",BLOCK 1300 14TH ST NW, ,,0,0,Other,,,150,0,0,0,0,0,0,397228.83,137798.13,38.908,-77.032,802156,2023/03/05 15:02:52+00
81451189,7915241191,2023/02/15 05:00:00+00,903,1,METROPOLITAN POLICE DPT-DISTRICT 1,MPD-1D,P001,PARK ABREAST OF ANOTHER VEHICLE,BLOCK 1200 HALF ST SE WEST SIDE, ,,0,0,Other,,,50,0,0,0,0,0,0,399352.489,134192.17,38.876,-77.007,803104,2023/03/05 15:02:52+00
81451190,7915241224,2023/02/22 05:00:00+00,1446,1,METROPOLITAN POLICE DPT-DISTRICT 1,MPD-1D,P385,"STOPPING, STANDING OR PARKING VEHICLE IN BIKE LANE",BLOCK 0 I ST SE SOUTH SIDE, ,,0,21,Dismissed,DISMISSED NO CASE,2023/02/28 05:00:00+00,150,0,0,0,0,0,0,399283.19,134605.96,38.879,-77.008,809705,2023/03/05 15:02:52+00
81451191,7915241235,2023/02/26 05:00:00+00,1753,1,METROPOLITAN POLICE DPT-DISTRICT 1,MPD-1D,P001,PARK ABREAST OF ANOTHER VEHICLE,FRONT 1255 1ST ST SE WEST SIDE, ,,0,0,Other,,,50,50,0,0,0,0,0,399470.39,134176.61,38.875,-77.006,314916,2023/03/05 15:02:52+00
81451192,7915241246,2023/02/26 05:00:00+00,1756,1,METROPOLITAN POLICE DPT-DISTRICT 1,MPD-1D,P001,PARK ABREAST OF ANOTHER VEHICLE,FRONT 1255 1ST ST SE WEST SIDE, ,,0,0,Other,,,50,0,0,0,0,0,0,399470.39,134176.61,38.875,-77.006,314916,2023/03/05 15:02:52+00
